global_idx,file_idx,config_idx,dphase_x_deg,dphase_y_deg,rmse_db,mae_db,max_abs_err_db,pearson_r,peak_dir_err_deg
2126,43,26,145.568734,82.054377,0.23567266762256622,0.16298779845237732,4.194988250732422,0.9996200047902403,0.9997551441192627
2139,43,39,105.851361,-59.260173,0.22425228357315063,0.15456245839595795,5.178474426269531,0.9996998252627446,1.1923896074295044
2159,44,9,3.067053,-168.392667,0.2369557023048401,0.1895497590303421,2.597370147705078,0.9997538991239925,1.000146508216858
2166,44,16,57.296002,8.74199,0.2043444663286209,0.13914823532104492,3.4253768920898438,0.9998381004479994,1.7360724210739136
2169,44,19,-7.86934,-28.287248,0.22703289985656738,0.15399807691574097,2.9918861389160156,0.9998302493753076,1.0529483556747437
2187,44,37,158.598162,-156.106268,0.34010303020477295,0.25068995356559753,3.0754966735839844,0.9990042404871705,1.3660168647766113
2197,44,47,-159.166018,-20.259598,0.2310389280319214,0.16405300796031952,5.172489166259766,0.9996853880163795,1.000146508216858
2200,45,0,-165.773826,59.112464,0.2542423605918884,0.1690465360879898,6.090328216552734,0.9996216383641783,0.9997551441192627
2214,45,14,81.836672,17.510721,0.24837525188922882,0.1432153582572937,18.708290100097656,0.9996947194237573,1.0826361179351807
2221,45,21,-137.711794,-78.539117,0.20461823046207428,0.15339012444019318,2.137237548828125,0.9997006825243636,1.8573048114776611
2234,45,34,65.611905,146.10241,0.21217678487300873,0.1400832086801529,3.9873886108398438,0.9997048351228406,2.1294596195220947
2246,45,46,88.135236,25.632723,0.242261603474617,0.15787166357040405,5.508354187011719,0.9997010222850772,3.343163013458252
2249,45,49,-26.516991,-167.455777,0.21181656420230865,0.1649913489818573,2.7066612243652344,0.9997585402343265,3.1003408432006836
2254,46,4,117.645946,69.277025,0.21163596212863922,0.14739607274532318,3.516387939453125,0.9996881120467561,1.999977707862854
2259,46,9,91.478425,-38.967017,0.3403381407260895,0.207763209939003,10.73715591430664,0.9994574341665143,1.999977707862854
2261,46,11,-134.683818,-27.620297,0.21892917156219482,0.15362252295017242,4.190937042236328,0.9997043635918758,1.000146508216858
2270,46,20,93.817525,63.272316,0.26561975479125977,0.16616977751255035,9.657649993896484,0.9996345419027897,1.532379150390625
2275,46,25,95.193226,-8.651716,0.2803330421447754,0.160453662276268,9.320415496826172,0.9995577588147614,1.99968421459198
2285,46,35,-42.879604,-26.054106,0.21024581789970398,0.14881961047649384,5.095497131347656,0.9998431799472899,0.25944316387176514
